Rk,Player,Nation,Pos,Goals,Shots,SoT,G/Sh,G/SoT,
2547,Ronaldo Vieira,GNB,MF,0,0,0,0,0,
2548,Ronaldo Vieira,GNB,MF,0,0.66,0.11,0,0,
2549,Emanuel Vignato,ITA,MFFW,0,0.37,0.37,0,0,
2550,Emanuel Vignato,ITA,MF,1,10,10,1,1,
2551,Samuele Vignato,ITA,FWMF,0,0,0,0,0,
2552,Tonny Vilhena,NED,MF,3,1.59,0.45,0.12,0.43,
2553,Toni Villa,ESP,MF,0,0,0,0,0,
2554,Toni Villa,ESP,MFFW,1,2.14,0.43,0.07,0.33,
2555,Asier Villalibre,ESP,FW,0,3.64,0.91,0,0,
2556,Gonzalo Villar,ESP,MF,0,0.13,0,0,0,
2557,Gonzalo Villar,ESP,MF,0,0,0,0,0,
2558,Iván Villar,ESP,GK,0,0,0,0,0,
2559,Matías Viña,URU,MF,0,0,0,0,0,
2560,Matías Viña,URU,DF,0,0,0,0,0,
2561,Rúben Vinagre,POR,DFMF,0,0,0,0,0,
2562,Carlos Vinícius,BRA,FW,1,1.67,0.83,0.13,0.25,
2563,Alan Virginius,FRA,FW,1,5,1.82,0.09,0.25,
2564,Mattia Viti,ITA,DF,1,0.29,0.14,0.5,1,
2565,Vitinha,POR,FW,0,1.67,0,0,0,
2566,Vitinha,POR,MF,0,1.18,0.26,0,0,
2567,Daniel Vivian,ESP,DF,1,0.5,0.14,0.14,0.5,
2568,Dušan Vlahovi?,SRB,FW,8,3.3,1.13,0.17,0.5,
2569,Nikola Vlaši?,CRO,MFFW,4,2.05,0.73,0.1,0.27,
2570,Joel Voelkerling Persson,SWE,FW,0,0,0,0,0,
2571,Kevin Vogt,GER,DF,0,0,0,0,0,
2572,Mërgim Vojvoda,KVX,DF,0,0.91,0.27,0,0,
2573,Kevin Volland,GER,MFFW,2,3.13,1.88,0.2,0.33,
2574,Cristian Volpato,ITA,MF,1,1.9,0.48,0.25,1,
2575,Aster Vranckx,BEL,MF,0,0,0,0,0,
2576,Aster Vranckx,BEL,MF,0,0,0,0,0,
2577,Stefan de Vrij,NED,DF,1,0.74,0.17,0.11,0.5,
2578,Robert Wagner,GER,MF,0,0,0,0,0,
2579,Walace,BRA,MF,0,1.09,0.25,0,0,
2580,Theo Walcott,ENG,FWMF,0,2,0.67,0,0,
2581,Luca Waldschmidt,GER,FW,1,1.18,0.29,0,0,
2582,Kyle Walker,ENG,DF,0,0.34,0.11,0,0,
2583,Kyle Walker-Peters,ENG,DF,1,0.38,0.13,0.17,0.5,
2584,Sebastian Walukiewicz,POL,DF,0,0.59,0.59,0,0,
2585,Aaron Wan-Bissaka,ENG,DF,0,0.15,0,0,0,
2586,Paul Wanner,GER,MF,0,0,0,0,0,
2587,Danny Ward,WAL,GK,0,0,0,0,0,
2588,Joel Ward,ENG,DF,0,0.07,0,0,0,
2589,James Ward-Prowse,ENG,MF,5,1.09,0.41,0.21,0.56,
2590,Ollie Watkins,ENG,FW,5,2.38,1.1,0.12,0.25,
2591,Timothy Weah,USA,DFFW,0,2.08,1.11,0,0,
2592,Adam Webster,ENG,DF,0,1.01,0.07,0,0,
2593,Wout Weghorst,NED,FW,0,0.67,0.33,0,0,
2594,Julian Weigl,GER,MF,0,0.44,0,0,0,
2595,Nelson Weiper,GER,MF,0,0,0,0,0,
2596,Mitchell Weiser,GER,DFFW,1,1.04,0.38,0.05,0.14,
2597,Noah Weißhaupt,GER,MFFW,0,0.67,0,0,0,
2598,Shon Weissman,ISR,FW,1,2.17,0.84,0.06,0.14,
2599,Danny Welbeck,ENG,FW,1,2.52,0.94,0.03,0.08,
2600,Marcel Wenig,GER,MF,0,0,0,0,0,
2601,Timo Werner,GER,FWMF,5,2.86,1.16,0.16,0.38,
2602,Ben White,ENG,DF,0,0.27,0,0,0,
2603,Harvey White,ENG,MF,0,0,0,0,0,
2604,Silvan Widmer,SUI,DF,2,1.31,0.46,0.12,0.33,
2605,Mateusz Wieteska,POL,DF,0,0.48,0.17,0,0,
2606,Georginio Wijnaldum,NED,MF,0,5,0,0,0,
2607,Iñaki Williams,GHA,FW,5,2.42,0.97,0.13,0.31,
2608,Neco Williams,WAL,DF,0,1.48,0.37,0,0,
2609,Nico Williams,ESP,FWMF,4,2.14,0.71,0.1,0.31,
2610,Willian,BRA,FW,3,1.72,0.82,0.13,0.27,
2611,Joe Willock,ENG,MF,2,1.8,0.51,0.06,0.22,
2612,Callum Wilson,ENG,FW,7,3.28,1.36,0.15,0.35,
2613,Harry Wilson,WAL,FW,0,2.05,0.26,0,0,
2614,Patrick Wimmer,AUT,FWMF,2,1.35,0.52,0.15,0.4,
2615,Jonas Wind,DEN,FW,4,2.42,0.81,0.27,0.8,
2616,Harry Winks,ENG,MF,0,0.91,0,0,0,
2617,Frederik Winther,DEN,DF,0,0,0,0,0,
2618,Florian Wirtz,GER,FWMF,0,0.65,0.32,0,0,
2619,Przemys?aw Wi?niewski,POL,DF,0,0.91,0,0,0,
2620,Yoane Wissa,COD,FW,4,2.02,0.77,0.19,0.5,
2621,Axel Witsel,BEL,DFMF,0,0.36,0,0,0,
2622,Maximilian Wöber,AUT,DF,0,1.21,0,0,0,
2623,Hannes Wolf,AUT,FWMF,1,1.82,0.91,0.5,1,
2624,Marius Wolf,GER,DFFW,1,1.43,0.52,0.09,0.25,
2625,Jeong Woo-yeong,KOR,MFFW,1,1.56,0.63,0.1,0.25,
2626,Chris Wood,NZL,FW,2,1.6,0.6,0.13,0.33,
2627,Chris Wood,NZL,FW,0,0.43,0,0,0,
2628,Christopher Wooh,CMR,DF,0,0.66,0,0,0,
2629,Christopher Wooh,CMR,MF,0,0,0,0,0,
2630,Joe Worrall,ENG,DF,0,0.29,0,0,0,
2631,Xeka,POR,MF,0,0.82,0,0,0,
2632,Granit Xhaka,SUI,MF,3,1.21,0.25,0.13,0.6,
2633,Jawad El Yamiq,MAR,DF,0,0.75,0,0,0,
2634,Ryan Yates,ENG,MF,0,1.61,0.32,0,0,
2635,Yusuf Yazýcý,TUR,MF,1,2.27,0.91,0.2,0.5,
2636,Kelvin Yeboah,ITA,FWMF,0,4.62,0.77,0,0,
2637,Gerard Yepes,ESP,MF,0,0.45,0,0,0,
2638,Darlin Yongwa,CMR,FWDF,0,2.5,1.25,0,0,
2639,Leny Yoro,FRA,DFMF,0,0.22,0,0,0,
2640,Maya Yoshida,JPN,DF,0,0.3,0,0,0,
2641,Ashley Young,ENG,DF,1,0.61,0.15,0.13,0.5,
2642,Mohamed Youssouf,COM,DF,0,0.11,0,0,0,
2643,Mattia Zaccagni,ITA,FWMF,8,2.12,0.89,0.18,0.44,
2644,Dan-Axel Zagadou,FRA,DF,0,1.19,0.51,0,0,
2645,Wilfried Zaha,CIV,FWMF,6,2.11,0.86,0.15,0.38,
2646,Warren Zaire-Emery,FRA,MF,2,1.38,1.03,0.5,0.67,
2647,Denis Zakaria,SUI,MF,0,0.63,0,0,0,
2648,Denis Zakaria,SUI,MF,0,0,0,0,0,
2649,Rodrigo Zalazar,URU,MFFW,1,3.52,1.11,0.05,0.17,
2650,Joseba Zaldúa,ESP,DF,0,0.14,0,0,0,
2651,Nicola Zalewski,POL,DF,0,0.95,0.24,0,0,
2652,Andre-Frank Zambo Anguissa,CMR,MF,2,1.47,0.45,0.08,0.25,
2653,Oliver Zandén,SWE,DFMF,0,1.25,0.63,0,0,
2654,Luca Zanimacchia,ITA,MFFW,0,2.29,0.48,0,0,
2655,Nicolò Zaniolo,ITA,MFFW,1,2.83,0.71,0.04,0.14,
2656,Alessandro Zanoli,ITA,DFMF,0,0.71,0,0,0,
2657,Alessandro Zanoli,ITA,DF,0,10,10,0,0,
2658,Duván Zapata,COL,FW,1,2.84,0.68,0.05,0.2,
2659,Davide Zappacosta,ITA,DFMF,1,1.43,0.57,0.2,0.5,
2660,Oier Zarraga,ESP,MFFW,0,2.41,0.56,0,0,
2661,Akim Zedadka,ALG,DF,0,0.18,0,0,0,
2662,Akim Zedadka,ALG,DFMF,1,0.77,0.26,0.33,1,
2663,Mehdi Zeffane,ALG,DFMF,0,0,0,0,0,
2664,Aaron Zehnter,GER,DF,0,0,0,0,0,
2665,Jordan Zemura,ZIM,DF,0,0.3,0,0,0,
2666,Arber Zeneli,KVX,FWMF,0,2.8,0.5,0,0,
2667,Robin Zentner,GER,GK,0,0,0,0,0,
2668,Alessio Zerbin,ITA,FW,0,1.67,1.67,0,0,
2669,Michael Zetterer,GER,GK,0,0,0,0,0,
2670,Nathan Zeze,FRA,DF,0,0,0,0,0,
2671,Edon Zhegrova,KVX,FWDF,1,4.29,1.27,0.04,0.13,
2672,Piotr Zieli?ski,POL,MF,3,2.4,0.96,0.09,0.21,
2673,David Zima,CZE,DF,0,0.89,0.44,0,0,
2674,Oleksandr Zinchenko,UKR,DF,0,1.25,0.25,0,0,
2675,Joshua Zirkzee,NED,FW,1,3.08,0.77,0.06,0.25,
2676,Hakim Ziyech,MAR,FWMF,0,1.93,0.35,0,0,
2677,Jeroen Zoet,NED,GK,0,0,0,0,0,
2678,Simon Zoller,GER,FW,3,1.93,0.59,0.12,0.38,
2679,Nadir Zortea,ITA,DFMF,1,1.6,1.2,0.25,0.33,
2680,Nadir Zortea,ITA,DF,0,2,1,0,0,
2681,Kurt Zouma,FRA,DF,1,0.77,0.21,0.09,0.33,
2682,Petar Zovko,BIH,GK,0,0,0,0,0,
2683,Igor Zubeldia,ESP,DF,1,0.29,0.07,0.25,1,
2684,Martín Zubimendi,ESP,MF,1,0.28,0.11,0.2,0.5,
2685,Szymon ?urkowski,POL,MF,0,5,2.5,0,0,
2686,Szymon ?urkowski,POL,MF,0,0,0,0,0,
2687,Martin Ødegaard,NOR,MF,8,2.73,0.86,0.16,0.5,
2688,Milan ?uri?,BIH,FW,1,1.03,0.26,0.13,0.5,
2689,Filip ?uri?i?,SRB,MFFW,2,1.16,0.48,0.12,0.29,
